NU_INSCRICAO,NU_ANO,NO_MUNICIPIO_PROVA,TP_SEXO_DESC,TP_COR_RACA_DESC,TP_ESCOLA_DESC,Q006,Q006_RENDA_DESC,GRUPO_RENDA,NU_NOTA_CN,NU_NOTA_CH,NU_NOTA_LC,NU_NOTA_MT,NU_NOTA_REDACAO,NU_NOTA_GERAL
210054649062,2022,Curitiba,Feminino,Branca,Não informado (Egresso),B,B - Até 1 SM,Baixa Renda (Até R$ 2.424),449.2,482.7,487.4,380.4,560.0,471.94
210057998195,2022,Curitiba,Feminino,Parda,Pública,G,G - De 3 a 4 SM,Média Renda (R$ 2.424 a R$ 6.060),526.4,508.3,503.9,583.4,620.0,548.4
210054676907,2022,Curitiba,Feminino,Branca,Pública,E,"E - De 2 a 2,5 SM",Média Renda (R$ 2.424 a R$ 6.060),566.7,516.2,444.5,479.2,0.0,401.32
210055472376,2022,Curitiba,Masculino,Branca,Não informado (Egresso),C,"C - De 1 a 1,5 SM",Baixa Renda (Até R$ 2.424),586.4,609.8,579.8,480.8,720.0,595.36
210056659835,2022,Curitiba,Feminino,Preta,Não informado (Egresso),C,"C - De 1 a 1,5 SM",Baixa Renda (Até R$ 2.424),506.0,534.2,551.1,385.7,760.0,547.4
210057551342,2022,Curitiba,Masculino,Branca,Não informado (Egresso),A,A - Nenhuma Renda,Baixa Renda (Até R$ 2.424),444.4,410.0,436.6,445.8,580.0,463.36
210055658171,2022,Curitiba,Feminino,Branca,Não informado (Egresso),C,"C - De 1 a 1,5 SM",Baixa Renda (Até R$ 2.424),447.6,541.6,558.4,638.0,720.0,581.12
210054933103,2022,Curitiba,Masculino,Branca,Não informado (Egresso),B,B - Até 1 SM,Baixa Renda (Até R$ 2.424),422.4,478.2,472.5,485.2,320.0,435.66
210055248217,2022,Curitiba,Feminino,Branca,Não informado (Egresso),D,"D - De 1,5 a 2 SM",Baixa Renda (Até R$ 2.424),438.4,424.1,511.2,506.2,540.0,483.98
210054705990,2022,Curitiba,Feminino,Branca,Não informado (Egresso),P,P - De 15 a 20 SM,Alta Renda (Acima de R$ 6.060),557.9,598.1,538.7,622.3,540.0,571.4
210055309031,2022,Curitiba,Feminino,Parda,Não informado (Egresso),B,B - Até 1 SM,Baixa Renda (Até R$ 2.424),551.2,611.9,619.3,608.0,760.0,630.08
210055335505,2022,Curitiba,Feminino,Branca,Não informado (Egresso),D,"D - De 1,5 a 2 SM",Baixa Renda (Até R$ 2.424),581.7,611.6,597.6,533.9,800.0,624.96
210055579901,2022,Curitiba,Feminino,Branca,Não informado (Egresso),H,H - De 4 a 5 SM,Média Renda (R$ 2.424 a R$ 6.060),677.8,671.0,642.3,853.8,840.0,736.98
210056868496,2022,Curitiba,Feminino,Branca,Pública,B,B - Até 1 SM,Baixa Renda (Até R$ 2.424),465.8,545.7,536.4,513.6,560.0,524.3
210055222642,2022,Curitiba,Masculino,Branca,Não informado (Egresso),E,"E - De 2 a 2,5 SM",Média Renda (R$ 2.424 a R$ 6.060),497.2,557.8,608.8,583.2,580.0,565.4
210056844733,2022,Curitiba,Masculino,Branca,Pública,F,"F - De 2,5 a 3 SM",Média Renda (R$ 2.424 a R$ 6.060),450.4,512.0,527.5,521.8,600.0,522.34
210055562573,2022,Curitiba,Feminino,Branca,Pública,C,"C - De 1 a 1,5 SM",Baixa Renda (Até R$ 2.424),542.0,475.8,542.9,414.0,560.0,506.94
210055623241,2022,Curitiba,Feminino,Branca,Pública,D,"D - De 1,5 a 2 SM",Baixa Renda (Até R$ 2.424),567.8,614.5,580.8,618.8,740.0,624.38
210054609815,2022,Curitiba,Masculino,Branca,Não informado (Egresso),E,"E - De 2 a 2,5 SM",Média Renda (R$ 2.424 a R$ 6.060),415.6,469.5,500.3,400.2,540.0,465.12
210056644718,2022,Curitiba,Feminino,Branca,Pública,B,B - Até 1 SM,Baixa Renda (Até R$ 2.424),435.6,493.9,499.2,517.6,720.0,533.26
210055592459,2022,Curitiba,Feminino,Branca,Pública,F,"F - De 2,5 a 3 SM",Média Renda (R$ 2.424 a R$ 6.060),544.6,616.6,598.8,487.2,620.0,573.44
210057341820,2022,Curitiba,Masculino,Parda,Não informado (Egresso),C,"C - De 1 a 1,5 SM",Baixa Renda (Até R$ 2.424),447.2,554.2,497.4,670.7,600.0,553.9
210055639815,2022,Curitiba,Feminino,Branca,Não informado (Egresso),F,"F - De 2,5 a 3 SM",Média Renda (R$ 2.424 a R$ 6.060),561.5,593.7,605.3,602.8,820.0,636.66
210055675019,2022,Curitiba,Feminino,Branca,Pública,G,G - De 3 a 4 SM,Média Renda (R$ 2.424 a R$ 6.060),587.8,653.1,634.1,653.1,900.0,685.62
210057765984,2022,Curitiba,Feminino,Branca,Pública,G,G - De 3 a 4 SM,Média Renda (R$ 2.424 a R$ 6.060),411.9,389.0,449.9,365.7,340.0,391.3
210058011398,2022,Curitiba,Feminino,Preta,Pública,C,"C - De 1 a 1,5 SM",Baixa Renda (Até R$ 2.424),414.7,459.1,443.2,598.6,560.0,495.12
210055599723,2022,Curitiba,Masculino,Parda,Pública,F,"F - De 2,5 a 3 SM",Média Renda (R$ 2.424 a R$ 6.060),506.5,558.8,522.5,589.6,520.0,539.48
210055636190,2022,Curitiba,Feminino,Branca,Não informado (Egresso),D,"D - De 1,5 a 2 SM",Baixa Renda (Até R$ 2.424),405.9,475.9,421.2,359.9,320.0,396.58
210057279459,2022,Curitiba,Feminino,Não declarado,Não informado (Egresso),E,"E - De 2 a 2,5 SM",Média Renda (R$ 2.424 a R$ 6.060),474.0,602.8,588.5,748.5,620.0,606.76
210057240272,2022,Curitiba,Feminino,Parda,Pública,B,B - Até 1 SM,Baixa Renda (Até R$ 2.424),549.0,598.7,524.9,525.8,580.0,555.68
210055036448,2022,Curitiba,Feminino,Preta,Pública,G,G - De 3 a 4 SM,Média Renda (R$ 2.424 a R$ 6.060),457.0,566.9,481.9,520.2,600.0,525.2
210055626459,2022,Curitiba,Masculino,Preta,Não informado (Egresso),F,"F - De 2,5 a 3 SM",Média Renda (R$ 2.424 a R$ 6.060),408.6,444.9,560.2,446.3,500.0,472.0
210054821017,2022,Curitiba,Feminino,Parda,Não informado (Egresso),C,"C - De 1 a 1,5 SM",Baixa Renda (Até R$ 2.424),503.1,551.7,573.2,609.2,660.0,579.44
210056654926,2022,Curitiba,Feminino,Branca,Pública,E,"E - De 2 a 2,5 SM",Média Renda (R$ 2.424 a R$ 6.060),527.7,590.4,479.0,514.4,600.0,542.3
210056560985,2022,Curitiba,Feminino,Branca,Pública,J,J - De 6 a 7 SM,Alta Renda (Acima de R$ 6.060),401.3,456.3,539.6,420.5,660.0,495.54
210057337247,2022,Curitiba,Masculino,Branca,Privada,E,"E - De 2 a 2,5 SM",Média Renda (R$ 2.424 a R$ 6.060),538.3,611.6,615.7,659.5,720.0,629.02
210055529097,2022,Curitiba,Feminino,Parda,Não informado (Egresso),G,G - De 3 a 4 SM,Média Renda (R$ 2.424 a R$ 6.060),463.9,515.4,613.2,432.2,540.0,512.94
210054862705,2022,Curitiba,Feminino,Branca,Não informado (Egresso),M,M - De 9 a 10 SM,Alta Renda (Acima de R$ 6.060),645.7,702.0,617.7,814.7,940.0,744.02
210057742015,2022,Curitiba,Masculino,Branca,Não informado (Egresso),B,B - Até 1 SM,Baixa Renda (Até R$ 2.424),533.5,627.7,596.8,399.0,580.0,547.4
210057822297,2022,Curitiba,Feminino,Branca,Pública,G,G - De 3 a 4 SM,Média Renda (R$ 2.424 a R$ 6.060),622.4,608.1,615.5,658.3,840.0,668.86
210055540560,2022,Curitiba,Feminino,Parda,Pública,B,B - Até 1 SM,Baixa Renda (Até R$ 2.424),447.2,496.3,478.8,462.0,340.0,444.86
210057791413,2022,Curitiba,Feminino,Parda,Não informado (Egresso),I,I - De 5 a 6 SM,Alta Renda (Acima de R$ 6.060),587.3,581.8,530.0,698.1,880.0,655.44
210057896852,2022,Curitiba,Feminino,Parda,Não informado (Egresso),B,B - Até 1 SM,Baixa Renda (Até R$ 2.424),561.0,638.0,626.0,510.7,620.0,591.14
210055354703,2022,Curitiba,Feminino,Branca,Pública,E,"E - De 2 a 2,5 SM",Média Renda (R$ 2.424 a R$ 6.060),541.0,495.4,539.9,642.2,680.0,579.7
210055625205,2022,Curitiba,Feminino,Branca,Não informado (Egresso),E,"E - De 2 a 2,5 SM",Média Renda (R$ 2.424 a R$ 6.060),474.1,391.5,483.3,477.4,480.0,461.26
210056631549,2022,Curitiba,Feminino,Branca,Pública,D,"D - De 1,5 a 2 SM",Baixa Renda (Até R$ 2.424),517.6,573.3,593.8,511.8,620.0,563.3
210056823616,2022,Curitiba,Feminino,Branca,Não informado (Egresso),I,I - De 5 a 6 SM,Alta Renda (Acima de R$ 6.060),535.5,588.7,561.6,526.1,960.0,634.38
210055657984,2022,Curitiba,Feminino,Branca,Pública,C,"C - De 1 a 1,5 SM",Baixa Renda (Até R$ 2.424),454.2,560.6,589.7,549.1,620.0,554.72
210055500710,2022,Curitiba,Masculino,Branca,Não informado (Egresso),C,"C - De 1 a 1,5 SM",Baixa Renda (Até R$ 2.424),546.1,611.4,575.6,689.8,640.0,612.58
210055148882,2022,Curitiba,Feminino,Parda,Pública,B,B - Até 1 SM,Baixa Renda (Até R$ 2.424),503.9,451.0,428.1,581.3,600.0,512.86
210057674778,2022,Curitiba,Feminino,Branca,Não informado (Egresso),D,"D - De 1,5 a 2 SM",Baixa Renda (Até R$ 2.424),616.7,659.5,623.6,758.4,680.0,667.64
210055606041,2022,Curitiba,Feminino,Branca,Não informado (Egresso),C,"C - De 1 a 1,5 SM",Baixa Renda (Até R$ 2.424),611.9,695.4,630.3,814.8,960.0,742.48
210055418392,2022,Curitiba,Masculino,Branca,Não informado (Egresso),D,"D - De 1,5 a 2 SM",Baixa Renda (Até R$ 2.424),567.7,581.6,536.3,551.4,700.0,587.4
210056629423,2022,Curitiba,Feminino,Branca,Pública,G,G - De 3 a 4 SM,Média Renda (R$ 2.424 a R$ 6.060),402.2,504.6,499.8,543.9,520.0,494.1
210056621344,2022,Curitiba,Feminino,Preta,Não informado (Egresso),B,B - Até 1 SM,Baixa Renda (Até R$ 2.424),452.4,523.8,487.0,420.8,480.0,472.8
210055352844,2022,Curitiba,Feminino,Parda,Pública,E,"E - De 2 a 2,5 SM",Média Renda (R$ 2.424 a R$ 6.060),483.9,511.8,519.5,596.9,820.0,586.42
210055496694,2022,Curitiba,Masculino,Branca,Pública,H,H - De 4 a 5 SM,Média Renda (R$ 2.424 a R$ 6.060),570.2,639.0,605.3,657.4,740.0,642.38
210057721493,2022,Curitiba,Feminino,Branca,Não informado (Egresso),D,"D - De 1,5 a 2 SM",Baixa Renda (Até R$ 2.424),685.8,657.8,631.4,663.5,880.0,703.7
210057329180,2022,Curitiba,Masculino,Amarela,Não informado (Egresso),C,"C - De 1 a 1,5 SM",Baixa Renda (Até R$ 2.424),479.1,548.4,618.2,537.0,520.0,540.54
210056928630,2022,Curitiba,Feminino,Branca,Não informado (Egresso),C,"C - De 1 a 1,5 SM",Baixa Renda (Até R$ 2.424),482.6,509.3,552.1,516.9,720.0,556.18
210055733039,2022,Curitiba,Feminino,Parda,Não informado (Egresso),B,B - Até 1 SM,Baixa Renda (Até R$ 2.424),405.5,510.8,478.4,398.9,620.0,482.72
210055598996,2022,Curitiba,Feminino,Branca,Não informado (Egresso),B,B - Até 1 SM,Baixa Renda (Até R$ 2.424),494.3,461.7,466.3,485.3,440.0,469.52
210055570439,2022,Curitiba,Masculino,Branca,Pública,A,A - Nenhuma Renda,Baixa Renda (Até R$ 2.424),497.4,509.9,507.8,420.9,620.0,511.2
210055626656,2022,Curitiba,Masculino,Branca,Privada,Q,Q - Mais de 20 SM,Alta Renda (Acima de R$ 6.060),752.1,715.5,645.7,908.8,860.0,776.42
210057110910,2022,Curitiba,Feminino,Parda,Pública,E,"E - De 2 a 2,5 SM",Média Renda (R$ 2.424 a R$ 6.060),493.3,482.3,451.4,377.5,460.0,452.9
210055659460,2022,Curitiba,Feminino,Branca,Pública,D,"D - De 1,5 a 2 SM",Baixa Renda (Até R$ 2.424),456.2,499.7,534.2,416.4,780.0,537.3
210057771184,2022,Curitiba,Feminino,Branca,Não informado (Egresso),E,"E - De 2 a 2,5 SM",Média Renda (R$ 2.424 a R$ 6.060),572.5,645.4,616.5,618.8,740.0,638.64
210055521744,2022,Curitiba,Feminino,Branca,Não informado (Egresso),H,H - De 4 a 5 SM,Média Renda (R$ 2.424 a R$ 6.060),565.6,638.1,609.5,713.2,940.0,693.28
210055532560,2022,Curitiba,Feminino,Branca,Não informado (Egresso),D,"D - De 1,5 a 2 SM",Baixa Renda (Até R$ 2.424),403.5,528.0,519.4,588.2,680.0,543.82
210055530181,2022,Curitiba,Feminino,Branca,Não informado (Egresso),E,"E - De 2 a 2,5 SM",Média Renda (R$ 2.424 a R$ 6.060),538.7,605.5,647.6,454.1,640.0,577.18
210056648683,2022,Curitiba,Masculino,Parda,Não informado (Egresso),C,"C - De 1 a 1,5 SM",Baixa Renda (Até R$ 2.424),508.0,572.3,478.6,391.7,0.0,390.12
210055013619,2022,Curitiba,Feminino,Branca,Privada,M,M - De 9 a 10 SM,Alta Renda (Acima de R$ 6.060),622.6,641.8,585.3,686.3,760.0,659.2
210055917430,2022,Curitiba,Feminino,Branca,Não informado (Egresso),F,"F - De 2,5 a 3 SM",Média Renda (R$ 2.424 a R$ 6.060),645.6,665.9,681.2,731.5,940.0,732.84
210055352800,2022,Curitiba,Masculino,Branca,Não informado (Egresso),G,G - De 3 a 4 SM,Média Renda (R$ 2.424 a R$ 6.060),420.2,361.8,457.8,366.2,520.0,425.2
210057795472,2022,Curitiba,Masculino,Branca,Não informado (Egresso),G,G - De 3 a 4 SM,Média Renda (R$ 2.424 a R$ 6.060),461.8,594.1,561.2,518.1,900.0,607.04
210058022526,2022,Curitiba,Feminino,Branca,Pública,J,J - De 6 a 7 SM,Alta Renda (Acima de R$ 6.060),493.1,539.8,571.3,557.8,480.0,528.4
210055564642,2022,Curitiba,Feminino,Branca,Não informado (Egresso),B,B - Até 1 SM,Baixa Renda (Até R$ 2.424),573.7,581.5,599.1,804.2,840.0,679.7
210054646073,2022,Curitiba,Feminino,Branca,Não informado (Egresso),D,"D - De 1,5 a 2 SM",Baixa Renda (Até R$ 2.424),452.9,552.2,479.2,552.3,760.0,559.32
210056629115,2022,Curitiba,Feminino,Branca,Pública,C,"C - De 1 a 1,5 SM",Baixa Renda (Até R$ 2.424),519.0,591.7,590.0,572.7,760.0,606.68
210057799105,2022,Curitiba,Feminino,Branca,Pública,B,B - Até 1 SM,Baixa Renda (Até R$ 2.424),646.5,678.7,642.1,805.7,900.0,734.6
210057783188,2022,Curitiba,Feminino,Parda,Não informado (Egresso),C,"C - De 1 a 1,5 SM",Baixa Renda (Até R$ 2.424),610.7,641.1,617.1,822.7,880.0,714.32
210056632842,2022,Curitiba,Masculino,Preta,Não informado (Egresso),H,H - De 4 a 5 SM,Média Renda (R$ 2.424 a R$ 6.060),467.0,515.8,580.3,400.3,780.0,548.68
210055480594,2022,Curitiba,Masculino,Branca,Não informado (Egresso),D,"D - De 1,5 a 2 SM",Baixa Renda (Até R$ 2.424),460.4,606.5,557.7,541.9,500.0,533.3
210057812919,2022,Curitiba,Masculino,Branca,Pública,E,"E - De 2 a 2,5 SM",Média Renda (R$ 2.424 a R$ 6.060),544.6,538.0,511.2,453.4,500.0,509.44
210057771868,2022,Curitiba,Feminino,Branca,Pública,D,"D - De 1,5 a 2 SM",Baixa Renda (Até R$ 2.424),524.3,539.8,509.5,560.0,540.0,534.72
210056860474,2022,Curitiba,Feminino,Branca,Pública,E,"E - De 2 a 2,5 SM",Média Renda (R$ 2.424 a R$ 6.060),443.0,521.6,560.3,429.4,440.0,478.86
210056329685,2022,Curitiba,Masculino,Parda,Não informado (Egresso),C,"C - De 1 a 1,5 SM",Baixa Renda (Até R$ 2.424),585.4,465.9,499.7,524.7,780.0,571.14
210055052772,2022,Curitiba,Masculino,Parda,Pública,B,B - Até 1 SM,Baixa Renda (Até R$ 2.424),563.4,644.4,622.1,712.3,920.0,692.44
210055575307,2022,Curitiba,Feminino,Branca,Pública,G,G - De 3 a 4 SM,Média Renda (R$ 2.424 a R$ 6.060),491.9,603.3,620.3,574.8,600.0,578.06
210056833873,2022,Curitiba,Feminino,Branca,Não informado (Egresso),C,"C - De 1 a 1,5 SM",Baixa Renda (Até R$ 2.424),477.6,602.0,527.8,629.6,680.0,583.4
210057352273,2022,Curitiba,Feminino,Branca,Pública,I,I - De 5 a 6 SM,Alta Renda (Acima de R$ 6.060),567.4,618.2,621.8,568.9,800.0,635.26
210055034570,2022,Curitiba,Feminino,Branca,Não informado (Egresso),C,"C - De 1 a 1,5 SM",Baixa Renda (Até R$ 2.424),445.5,539.9,549.9,532.4,700.0,553.54
210057199204,2022,Curitiba,Masculino,Branca,Não informado (Egresso),H,H - De 4 a 5 SM,Média Renda (R$ 2.424 a R$ 6.060),425.8,495.5,560.5,504.0,0.0,397.16
210057132199,2022,Curitiba,Masculino,Branca,Privada,J,J - De 6 a 7 SM,Alta Renda (Acima de R$ 6.060),715.9,686.3,686.3,881.8,880.0,770.06
210055574934,2022,Curitiba,Masculino,Parda,Não informado (Egresso),C,"C - De 1 a 1,5 SM",Baixa Renda (Até R$ 2.424),504.1,534.3,542.7,417.6,580.0,515.74
210055575668,2022,Curitiba,Masculino,Branca,Privada,M,M - De 9 a 10 SM,Alta Renda (Acima de R$ 6.060),699.9,737.0,650.1,813.1,800.0,740.02
210057803840,2022,Curitiba,Feminino,Branca,Privada,Q,Q - Mais de 20 SM,Alta Renda (Acima de R$ 6.060),582.2,694.4,598.4,616.2,780.0,654.24
210056567899,2022,Curitiba,Masculino,Branca,Não informado (Egresso),D,"D - De 1,5 a 2 SM",Baixa Renda (Até R$ 2.424),477.1,625.1,580.0,680.1,900.0,652.46
210056611154,2022,Curitiba,Feminino,Amarela,Não informado (Egresso),G,G - De 3 a 4 SM,Média Renda (R$ 2.424 a R$ 6.060),553.9,640.9,594.7,682.2,880.0,670.34
210057777442,2022,Curitiba,Feminino,Preta,Não informado (Egresso),D,"D - De 1,5 a 2 SM",Baixa Renda (Até R$ 2.424),436.8,522.9,413.8,594.2,680.0,529.54
210056860589,2022,Curitiba,Feminino,Branca,Pública,P,P - De 15 a 20 SM,Alta Renda (Acima de R$ 6.060),504.0,532.1,532.6,553.8,680.0,560.5
210055278202,2022,Curitiba,Feminino,Parda,Não informado (Egresso),B,B - Até 1 SM,Baixa Renda (Até R$ 2.424),638.4,646.0,603.0,728.6,960.0,715.2
210056898673,2022,Curitiba,Feminino,Branca,Não informado (Egresso),B,B - Até 1 SM,Baixa Renda (Até R$ 2.424),416.7,509.3,514.8,476.8,760.0,535.52
210055661939,2022,Curitiba,Feminino,Branca,Não informado (Egresso),C,"C - De 1 a 1,5 SM",Baixa Renda (Até R$ 2.424),531.6,507.3,572.9,513.3,880.0,601.02
210057330131,2022,Curitiba,Feminino,Branca,Pública,B,B - Até 1 SM,Baixa Renda (Até R$ 2.424),410.5,499.5,418.1,545.5,640.0,502.72
210055578367,2022,Curitiba,Feminino,Parda,Não informado (Egresso),E,"E - De 2 a 2,5 SM",Média Renda (R$ 2.424 a R$ 6.060),497.2,608.6,589.1,566.5,840.0,620.28
210057815538,2022,Curitiba,Masculino,Branca,Não informado (Egresso),I,I - De 5 a 6 SM,Alta Renda (Acima de R$ 6.060),463.4,453.0,498.1,432.3,460.0,461.36
210055314826,2022,Curitiba,Masculino,Parda,Não informado (Egresso),H,H - De 4 a 5 SM,Média Renda (R$ 2.424 a R$ 6.060),622.8,670.1,622.8,760.9,700.0,675.32
210054493026,2022,Curitiba,Feminino,Parda,Pública,C,"C - De 1 a 1,5 SM",Baixa Renda (Até R$ 2.424),505.1,623.1,628.9,569.7,840.0,633.36
210056557814,2022,Curitiba,Masculino,Branca,Não informado (Egresso),I,I - De 5 a 6 SM,Alta Renda (Acima de R$ 6.060),572.6,569.6,613.8,633.8,600.0,597.96
210055590519,2022,Curitiba,Feminino,Branca,Não informado (Egresso),H,H - De 4 a 5 SM,Média Renda (R$ 2.424 a R$ 6.060),532.2,574.0,603.2,610.3,880.0,639.94
210057281572,2022,Curitiba,Masculino,Parda,Não informado (Egresso),E,"E - De 2 a 2,5 SM",Média Renda (R$ 2.424 a R$ 6.060),555.7,491.5,683.8,632.8,0.0,472.76
210055469977,2022,Curitiba,Feminino,Branca,Não informado (Egresso),A,A - Nenhuma Renda,Baixa Renda (Até R$ 2.424),591.3,691.5,686.8,738.3,980.0,737.58
210055413700,2022,Curitiba,Masculino,Parda,Não informado (Egresso),C,"C - De 1 a 1,5 SM",Baixa Renda (Até R$ 2.424),507.7,525.2,508.7,602.7,880.0,604.86
210055226783,2022,Curitiba,Feminino,Branca,Não informado (Egresso),C,"C - De 1 a 1,5 SM",Baixa Renda (Até R$ 2.424),467.1,491.6,442.9,411.5,340.0,430.62
210055569014,2022,Curitiba,Feminino,Parda,Pública,F,"F - De 2,5 a 3 SM",Média Renda (R$ 2.424 a R$ 6.060),390.0,530.3,512.4,538.4,760.0,546.22
210057343120,2022,Curitiba,Feminino,Branca,Não informado (Egresso),F,"F - De 2,5 a 3 SM",Média Renda (R$ 2.424 a R$ 6.060),423.9,615.2,566.5,552.5,760.0,583.62
210057591372,2022,Curitiba,Masculino,Parda,Não informado (Egresso),E,"E - De 2 a 2,5 SM",Média Renda (R$ 2.424 a R$ 6.060),445.2,466.0,384.8,448.6,0.0,348.92
210055610298,2022,Curitiba,Feminino,Parda,Não informado (Egresso),G,G - De 3 a 4 SM,Média Renda (R$ 2.424 a R$ 6.060),420.5,526.6,537.7,487.1,340.0,462.38
210057358207,2022,Curitiba,Feminino,Branca,Não informado (Egresso),B,B - Até 1 SM,Baixa Renda (Até R$ 2.424),541.3,584.5,516.4,484.5,680.0,561.34
210055547792,2022,Curitiba,Feminino,Parda,Não informado (Egresso),D,"D - De 1,5 a 2 SM",Baixa Renda (Até R$ 2.424),518.1,513.0,521.8,404.1,680.0,527.4
210055580795,2022,Curitiba,Feminino,Branca,Não informado (Egresso),G,G - De 3 a 4 SM,Média Renda (R$ 2.424 a R$ 6.060),563.3,592.3,599.6,704.2,820.0,655.88
210054940804,2022,Curitiba,Feminino,Preta,Não informado (Egresso),B,B - Até 1 SM,Baixa Renda (Até R$ 2.424),494.4,487.7,541.2,349.8,560.0,486.62
210055029398,2022,Curitiba,Feminino,Branca,Privada,N,N - De 10 a 12 SM,Alta Renda (Acima de R$ 6.060),571.0,636.4,593.3,698.0,800.0,659.74
210055575365,2022,Curitiba,Feminino,Branca,Não informado (Egresso),C,"C - De 1 a 1,5 SM",Baixa Renda (Até R$ 2.424),563.2,647.4,596.2,669.8,920.0,679.32
210055613991,2022,Curitiba,Masculino,Branca,Não informado (Egresso),B,B - Até 1 SM,Baixa Renda (Até R$ 2.424),491.6,509.2,489.3,433.8,600.0,504.78
210057816884,2022,Curitiba,Feminino,Parda,Privada,I,I - De 5 a 6 SM,Alta Renda (Acima de R$ 6.060),499.8,613.1,618.5,649.1,760.0,628.1
210057231995,2022,Curitiba,Feminino,Branca,Não informado (Egresso),B,B - Até 1 SM,Baixa Renda (Até R$ 2.424),423.1,516.6,406.3,451.7,460.0,451.54
210055743213,2022,Curitiba,Feminino,Branca,Pública,C,"C - De 1 a 1,5 SM",Baixa Renda (Até R$ 2.424),465.4,553.0,559.9,463.5,620.0,532.36
210055076887,2022,Curitiba,Feminino,Branca,Pública,N,N - De 10 a 12 SM,Alta Renda (Acima de R$ 6.060),563.9,591.0,597.8,600.6,800.0,630.66
210056590333,2022,Curitiba,Masculino,Parda,Não informado (Egresso),H,H - De 4 a 5 SM,Média Renda (R$ 2.424 a R$ 6.060),582.6,571.3,550.7,604.3,840.0,629.78
210055581913,2022,Curitiba,Masculino,Branca,Privada,H,H - De 4 a 5 SM,Média Renda (R$ 2.424 a R$ 6.060),597.2,650.0,615.8,731.7,780.0,674.94
210056880868,2022,Curitiba,Feminino,Parda,Pública,D,"D - De 1,5 a 2 SM",Baixa Renda (Até R$ 2.424),492.9,544.5,608.1,491.0,600.0,547.3
210057372317,2022,Curitiba,Feminino,Branca,Pública,F,"F - De 2,5 a 3 SM",Média Renda (R$ 2.424 a R$ 6.060),482.9,517.7,476.8,502.7,740.0,544.02
210055506911,2022,Curitiba,Feminino,Parda,Pública,G,G - De 3 a 4 SM,Média Renda (R$ 2.424 a R$ 6.060),455.4,541.1,544.3,583.7,600.0,544.9
210055507308,2022,Curitiba,Feminino,Parda,Não informado (Egresso),E,"E - De 2 a 2,5 SM",Média Renda (R$ 2.424 a R$ 6.060),580.0,594.1,628.6,643.0,680.0,625.14
210056920758,2022,Curitiba,Masculino,Branca,Pública,E,"E - De 2 a 2,5 SM",Média Renda (R$ 2.424 a R$ 6.060),594.3,583.6,572.4,702.2,640.0,618.5
210055607759,2022,Curitiba,Feminino,Branca,Não informado (Egresso),G,G - De 3 a 4 SM,Média Renda (R$ 2.424 a R$ 6.060),613.5,658.3,658.9,561.9,940.0,686.52
210054816083,2022,Curitiba,Masculino,Branca,Não informado (Egresso),F,"F - De 2,5 a 3 SM",Média Renda (R$ 2.424 a R$ 6.060),571.7,686.4,649.6,809.8,880.0,719.5
210055567621,2022,Curitiba,Feminino,Parda,Pública,E,"E - De 2 a 2,5 SM",Média Renda (R$ 2.424 a R$ 6.060),487.4,503.2,514.0,379.9,500.0,476.9
210056663927,2022,Curitiba,Feminino,Parda,Pública,F,"F - De 2,5 a 3 SM",Média Renda (R$ 2.424 a R$ 6.060),489.2,561.1,569.3,470.3,420.0,501.98
210055679672,2022,Curitiba,Feminino,Branca,Pública,C,"C - De 1 a 1,5 SM",Baixa Renda (Até R$ 2.424),442.1,485.6,484.2,527.3,740.0,535.84
210055458405,2022,Curitiba,Feminino,Branca,Pública,G,G - De 3 a 4 SM,Média Renda (R$ 2.424 a R$ 6.060),469.2,493.7,376.4,408.2,720.0,493.5
210056813966,2022,Curitiba,Masculino,Parda,Pública,C,"C - De 1 a 1,5 SM",Baixa Renda (Até R$ 2.424),573.0,557.4,616.8,753.1,620.0,624.06
210057809493,2022,Curitiba,Feminino,Branca,Pública,D,"D - De 1,5 a 2 SM",Baixa Renda (Até R$ 2.424),492.1,436.5,423.6,445.9,580.0,475.62
210058009301,2022,Curitiba,Feminino,Branca,Não informado (Egresso),H,H - De 4 a 5 SM,Média Renda (R$ 2.424 a R$ 6.060),579.8,654.2,562.1,664.5,700.0,632.12
210057236989,2022,Curitiba,Feminino,Branca,Não informado (Egresso),L,L - De 8 a 9 SM,Alta Renda (Acima de R$ 6.060),482.8,566.5,597.4,665.2,700.0,602.38
210055691487,2022,Curitiba,Masculino,Branca,Privada,Q,Q - Mais de 20 SM,Alta Renda (Acima de R$ 6.060),711.4,685.4,647.1,810.0,820.0,734.78
210055681326,2022,Curitiba,Feminino,Branca,Não informado (Egresso),E,"E - De 2 a 2,5 SM",Média Renda (R$ 2.424 a R$ 6.060),533.5,531.1,583.5,486.7,860.0,598.96
